用户ID,服务ID,时间,行为,title,内容
Steven,Stack Overflow,2012-09-13 09:29:39Z,comment,.NET Entity Framework and transactions,"Related: <a href=""http://stackoverflow.com/questions/10585478/one-dbcontext-per-web-request-why"" title=""one dbcontext per web request why"">stackoverflow.com/questions/10585478/&hellip;</a>"
Steven,Stack Overflow,2012-09-08 11:57:11Z,comment,How to manage a DbContext lifetime using the Ninject MVC extension,"Related: <a href=""http://stackoverflow.com/questions/10585478/one-dbcontext-per-web-request-why"" title=""one dbcontext per web request why"">stackoverflow.com/questions/10585478/&hellip;</a>"
Steven,Stack Overflow,2012-09-04 12:07:16Z,comment,How should I scope dependency injection of Entity Framework DbContext in a web app? (InstancePerHttpRequest vs SingleInstance),"&quot;anyone can call save changes and commit the whole object graph&quot;. That&#39;s a thread-safety issue, isn&#39;t it? You&#39;ll simply be in serious shit when when you share a <code>DbContext</code> accross threads/requests."
Steven,Stack Overflow,2012-09-18 21:40:31Z,comment,Ninject: which injection pattern to use for injecting multiple dependencies?,"For instance, when you inject many <code>IRepository&lt;T&gt;</code> implementations into a service. In that case you are missing an <code>IUnitOfWork</code> abstraction. @RubenBartelink, I think this is what you mean by &#39;traveling in herds&#39;. Please correct me if I misunderstood."
Steven,Stack Overflow,2012-09-14 13:14:14Z,comment,EntityFramework Exception : New transaction is not allowed because there are other threads running in the session,Please post the stack trace.
Steven,Stack Overflow,2012-09-13 08:01:10Z,comment,Which is a good approach to test Ninject bindings?,@SebastianWeber: See my update.
Steven,Stack Overflow,2012-09-08 08:15:49Z,comment,Implement custom stream,Such &#39;wrapper&#39; is an implementation of the Decorator design pattern.
Steven,Stack Overflow,2012-09-04 12:03:29Z,comment,How should I scope dependency injection of Entity Framework DbContext in a web app? (InstancePerHttpRequest vs SingleInstance),"possible duplicate of <a href=""http://stackoverflow.com/questions/10585478/one-dbcontext-per-web-request-why"">One DbContext per web request...why?</a>"
Steven,Stack Overflow,2012-09-17 14:24:59Z,comment,What does [System.SerializableAttribute()] do,"This is not someone elses code, this is generated code, generated by the xsd.exe."
Steven,Stack Overflow,2012-09-12 20:11:52Z,comment,Should translation of a user specific &#39;end date&#39; to a DateTime be done at the Presentation Layer or Business Layer?,"I like you answer, since you are essentially saying &quot;it depends on the API&quot;. This makes me realize that the question is actually more about, <i>what</i> the most reasonable implementation of my business layer would be, but that depends on how this API is going to be used. If there are other callers (such as an WCF web service for instance) it would probably be more appropriate to remove this transformation from the BL, while if the sole consumer is an MVC app, I might do the transformation in the BL, since this allows us to use MVC model binding, and saves us from doing manual creation of the query"
Steven,Stack Overflow,2012-09-05 16:02:43Z,comment,Lazy Dependency Injection,Every container allows you to inject a <code>Func&lt;T&gt;</code> or a <code>Lazy&lt;T&gt;</code>. Just register that <code>Func&lt;T&gt;</code> or <code>Lazy&lt;T&gt;</code> manually in the container.
Steven,Stack Overflow,2012-09-04 12:00:31Z,comment,Is it a leaky abstraction if implementation of interface calls Dispose,"When you implement <code>IDisposable</code> on an interface you are leaking knowlegde of an implementation through to the interface design. However, when you implement <code>IDisposable</code> on an implementation, you don&#39;t have a leaky abstraction. You just state that this implementation manages resources. Therefore, <code>IDisposable</code> itself is not a leaky abstraction, and that&#39;s why I don&#39;t agree with you."
Steven,Stack Overflow,2012-09-14 12:49:54Z,comment,Integrate ASP.NET MVC validation with Enterprise Library validation,"<a href=""http://elvalweb.codeplex.com/"" rel=""nofollow noreferrer"">elvalweb.codeplex.com</a>"
Steven,Stack Overflow,2012-09-17 14:23:49Z,comment,What does [System.SerializableAttribute()] do,"This indicates that a class can be serialized: <a href=""http://msdn.microsoft.com/en-us/library/system.serializableattribute.aspx"" rel=""nofollow noreferrer"">msdn.microsoft.com/en-us/library/&hellip;</a>"
Steven,Stack Overflow,2012-09-12 18:40:32Z,comment,Should translation of a user specific &#39;end date&#39; to a DateTime be done at the Presentation Layer or Business Layer?,"@Xander: ApplicationServices, that&#39;s where my CommandHandlers and QueryHandlers live :-)"
Steven,Stack Overflow,2012-09-05 14:51:49Z,comment,How force rollback transaction entityframework,Any regular transaction would do as well.
Steven,Stack Overflow,2012-09-04 12:00:14Z,comment,Is it a leaky abstraction if implementation of interface calls Dispose,"<code>IDisposable</code> is by itself not a leaky abstraction. <code>IDisposable</code> is a clear contract that communicates that the type implementing it has resources that can be deterministically cleaned up. However, when you apply <code>IDisposable</code> to another interface, that interface can become a leaky abstraction. The reason is that there&#39;s no way to foresee all possible implementations of an interface and therefore you can always come up with a disposable implementation of practically any interface."
Steven,Stack Overflow,2012-09-14 11:11:06Z,comment,"Multithreaded WCF Server with Entity Framework: transactions and synchronization, race condition","Maybe it&#39;s me, but I find this question very vague. What are these groups you are talking about? What is this synchronization request you are talking about? Why should your different requests interact? Why can&#39;t you solve this with database transactions?"
Steven,Stack Overflow,2012-09-04 09:14:22Z,comment,Is it a leaky abstraction if implementation of interface calls Dispose,"While factories are in general a good solution (and are easy to follow), they force you to have another abstraction in your system. So in this case I would normally start with the wrapper implementation in my answer and if that isn&#39;t fast enough, move to a &#39;per web request&#39; or &#39;lifetime scope&#39; lifestyle, as Dennis explains."
Steven,Stack Overflow,2012-09-03 12:43:30Z,comment,Proper session (RavenDB/NHibernate) disposal - IoC and web app,"Related: <a href=""http://stackoverflow.com/questions/10585478/one-dbcontext-per-web-request-why"" title=""one dbcontext per web request why"">stackoverflow.com/questions/10585478/&hellip;</a>"
Steven,Stack Overflow,2012-08-25 09:42:38Z,comment,Patterns for using DI / IoC in multiple projects,This doesn&#39;t answer the question about how to inject into domain objects.
Steven,Stack Overflow,2012-08-23 08:56:06Z,comment,Simple Injector property injection on action filter,"To be honest, I think it is much better to prevent your attributes from having any logic. If they must, instead resolve dependencies using the <code>DependencyResolver.Current</code>. However, you&#39;d be much better of by moving logic out of your controllers into <a href=""http://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=91"" rel=""nofollow noreferrer"">command handlers</a>. This allows you to wrap those handlers with decorators, which allows you to implement authorization logic in a much more flexible tesable and maintainable way."
Steven,Stack Overflow,2012-08-18 14:21:10Z,comment,Asynchronous invocation in a ASP.NET application,"I&#39;m afraid this is incorrect. When IIS decides to recycle an AppDomain, it will wait for all requests to finish, and will unload the AppDomain directly after that, which means all background threads are killed."
Steven,Stack Overflow,2012-09-04 09:12:37Z,comment,Is it a leaky abstraction if implementation of interface calls Dispose,"@FrankB: That&#39;s true. When the performance gets a problem, you will need to move the scope up of the resource. One step up is to use a factory (as you wrote in your answer). Next step up is to let the DI/IoC container dispose it. For instance, when running in a web environment, you can register it as a &#39;per web request&#39; lifestyle, which means only one instance is created during the lifetime of a single web request. If you&#39;re not running in a web environment, you&#39;d probably need some scoping, as Dennis Traub explains."
Steven,Stack Overflow,2012-08-28 16:51:01Z,comment,Programatical &ldquo;Spring.Net&rdquo; Configuration,"Why did you switch to Spring.Net? Autofac and StructureMap are much better frameworks these days, IMO."
Steven,Stack Overflow,2012-08-24 11:43:28Z,comment,Implement a multiple web project structure in asp.net webforms,"I understand that you want a better separation of concerns, because this increases maintainability. But do you really need a plugin architecture? It&#39;s really hard to add new functionality to an normal LOB application with plugins. These changes will normally force you to test the complete application and is the easy of rolling out to production the most important problem you have, or is maintainability your biggest concern?"
Steven,Stack Overflow,2012-08-23 08:53:02Z,comment,Simple Injector property injection on action filter,"I&#39;m not exactly sure what <code>GlobalFilters.Filters.Add</code> does, but if that same single registered attribute is used, in that case it is pretty obvious that your property is null. In that case you will need to do something like  <code>GlobalFilters.Filters.Add(new UserAuthorization { FrameworkServiceProxy = [instance] })</code>. However, when that same <code>UserAuthorization</code> instance is used every time, you will have another problem, since you registered the <code>IWcfClientProxy</code> as transient, and it is probably not thread-safe, while <code>UserAuthorization</code> reused over threads."
Steven,Stack Overflow,2012-08-17 18:34:31Z,comment,Are there any IoC frameworks that do not use JIT compilation that support interception?,&quot;It seems that Mono on iOS does not support JIT compilation&quot; Neither does Windows 8 Metro.
Steven,Stack Overflow,2012-09-04 09:03:54Z,comment,Is it a leaky abstraction if implementation of interface calls Dispose,"I find your answer a bit vague, but you&#39;re basically advising to inject a factory that allows creating that instance (+1 for that). In general, factories are good, since it is clear that the caller gets the ownership of the instance created, and it is clear it needs to dispose that instance. You&#39;ll still need to implement <code>IDisposable</code> on the <code>ICustomerCreditService</code> though, which is not needed in this case."
Steven,Stack Overflow,2012-08-28 13:20:57Z,comment,What is the actual difference betwen a service locatior and a dependency injection?,Did you try googling?
Steven,Stack Overflow,2012-08-24 09:28:24Z,comment,Simple Injector property injection on action filter,"let us <a href=""http://chat.stackoverflow.com/rooms/15755/discussion-between-steven-and-david-mclean"">continue this discussion in chat</a>"
Steven,Stack Overflow,2012-08-22 17:47:30Z,comment,Error occured by using Ninject-Injection in ASP.NET MVC 4 MemberShip-Provider,"Show is your code, brother. How did you configure this. How does your provider look. How those the consumer look."
Steven,Stack Overflow,2012-08-17 17:04:21Z,comment,Parallel.ForEach causing test to timeout,The try catch logic you&#39;ve implemented is about the same what Parallel.ForEach already does under the covers.
Steven,Stack Overflow,2012-09-04 08:59:35Z,comment,Is it a leaky abstraction if implementation of interface calls Dispose,I don&#39;t agree either.
Steven,Stack Overflow,2012-08-28 13:20:26Z,comment,What is the actual difference betwen a service locatior and a dependency injection?,"Relatied: <a href=""http://stackoverflow.com/questions/4985455/dependency-injection-vs-service-location"" title=""dependency injection vs service location"">stackoverflow.com/questions/4985455/&hellip;</a>"
Steven,Stack Overflow,2012-08-24 09:25:32Z,comment,Simple Injector property injection on action filter,"I simplified your answer a bit. This should do exactly the same, but with less code. Feel free to rollback my edit, if this doesn&#39;t work."
Steven,Stack Overflow,2012-08-22 11:47:53Z,comment,ASP.NET Query Generics DBSet&lt;T&gt;,"Your attribute does too much. Prevent implementing any logic into a attribute (especially things that make you communicate with the database). Besides, attributes can&#39;t be generic types."
Steven,Stack Overflow,2012-08-17 13:48:04Z,comment,Delete record and conditionally delete others LINQ,Doesn&#39;t my answer give you enough to work with?
Steven,Stack Overflow,2012-09-04 08:56:57Z,comment,Is it a leaky abstraction if implementation of interface calls Dispose,@Jon: True. But will this ever be a problem?
Steven,Stack Overflow,2012-08-28 13:20:16Z,comment,What is the actual difference betwen a service locatior and a dependency injection?,"possible duplicate of <a href=""http://stackoverflow.com/questions/1557781/whats-the-difference-between-the-dependency-injection-and-service-locator-patte"">What&#39;s the difference between the Dependency Injection and Service Locator patterns?</a>"
Steven,Stack Overflow,2012-08-24 09:16:53Z,comment,Simple Injector property injection on action filter,"@DavidMcLean: I added a <a href=""https://simpleinjector.codeplex.com/workitem/18537"" rel=""nofollow noreferrer"">work item</a> on CodePlex for global filters. I have to do a bit more research though, since I&#39;m not very familiar with them, how MVC uses them, and how Simple Injector should support this."
Steven,Stack Overflow,2012-08-17 13:19:11Z,comment,Delete record and conditionally delete others LINQ,@ProgrammerAtWork: See my update.
Steven,Stack Overflow,2012-08-22 08:25:15Z,comment,Using Stack Collection in ASP.NET Website,"Using the new concurrent collection communicates that instances are accessed from multiple threads, which is misleading since this is not what the OP is doing. My advice: don&#39;t use concurrent collections for code that doesn&#39;t need to be thread-safe."
Steven,Stack Overflow,2012-09-04 08:52:11Z,comment,Is it a leaky abstraction if implementation of interface calls Dispose,"@Jon: There is no new level of abstraction. You already defined that <code>ICustomerCreditServiceClient</code> abstraction. The difference is that your WCF proxy doesn&#39;t implement it, but no new abstractions where added. Doing things like this prevents you from complicating you IoC configuration."
Steven,Stack Overflow,2012-08-28 12:26:20Z,comment,Should the Dependency Injection configuration be under version control?,"Do you want this configuration to be backuped? Do you want all developers to use these same files? Do you want to use these files in your automated build process? If you answer &#39;yes&#39; to any of these questions, these files belong in your VCS."
Steven,Stack Overflow,2012-08-24 09:13:08Z,comment,Simple Injector property injection on action filter,"For me the reason the validation of user authorization should not be done using MVC attributes on the controller is simple: authorization is an intrinsic part of the business, not a presentation layer. When you create a WCF service, you still need to authorize users and you don&#39;t want to have to re-implement this in WCF. You&#39;re absolutely no idiot, but this way of thinking might be a mind shift for you (as it was for me when I was introduced with this model)."
Steven,Stack Overflow,2012-08-17 13:18:45Z,comment,Delete record and conditionally delete others LINQ,@ProgrammerAtWork: See my update.
Steven,Stack Overflow,2012-08-21 08:34:21Z,comment,Using HttpContextBase in Service Layer,What functionality of the <code>HttpContext</code> do you need in your services?
Steven,Stack Overflow,2012-09-04 03:54:53Z,comment,How to separate connection string and get connection string from a class in C#,Sure you can. Every part of your software csn be changed between deployments.
Steven,Stack Overflow,2012-08-25 19:06:59Z,comment,Implement a multiple web project structure in asp.net webforms,"Since you want more maintainability, easier testing, better debugging, easier to have different deployments, I would suggest to base your architecture on the Dependency Injection pattern (read <a href=""http://manning.com/seemann/"" rel=""nofollow noreferrer"">this book</a>) and the <a href=""http://en.wikipedia.org/wiki/SOLID"" rel=""nofollow noreferrer"">SOLID</a> principles."
Steven,Stack Overflow,2012-08-24 09:09:52Z,comment,Simple Injector property injection on action filter,"@DavidMcLean: Commands are meant as implementations of use cases / business transactions. Instead of calling it <i>before</i> the controller, let the controller create a command and call an <code>ICommandHandler&lt;T&gt;</code>. Tak a look at the <code>CustomerController</code> in this <a href=""http://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=91"" rel=""nofollow noreferrer"">article</a>. The controller will then merely transform all post data to a command and execute it. All validation and authorization will be handled during the call to the command handler, but before the handler is actually executed (using decorators)."
Steven,Stack Overflow,2012-08-17 12:45:28Z,comment,Delete record and conditionally delete others LINQ,What is your current query for <code>toBeDeletedModuleBlocks</code>.
Steven,Stack Overflow,2012-08-21 07:44:53Z,comment,How to reduce number of injected dependencies on controller,"possible duplicate of <a href=""http://stackoverflow.com/questions/4603555/how-to-deal-with-constructor-over-injection-in-net"">How to deal with constructor over-injection in .NET</a>"
Steven,Stack Overflow,2012-09-04 03:25:47Z,comment,How to separate connection string and get connection string from a class in C#,What do you mean with &#39;edit back&#39;?
Steven,Stack Overflow,2012-08-25 19:06:02Z,comment,Implement a multiple web project structure in asp.net webforms,"Using an application that is under development, is called agile development, which is considered to be a descent practice. Don&#39;t try to change that. Even with a plugin architecture you would need to restart the application, so that doesn&#39;t really solve anything. You&#39;d be better of with having multiple web services (behind a load balancer) and updating the servers one by one, to allow the users to continue working."
Steven,Stack Overflow,2012-08-23 14:16:23Z,comment,Simple Injector property injection on action filter,"Don&#39;t use attributes at all. Move the (business) logic from the controller into an <code>ICommandHandler&lt;T&gt;</code> implementation, and instead of marking a controller with an attribute, wrap the command handler with a decorator (using the <code>RegisterDecorator</code> method). This will keep your controllers dumb and simple. Simple Injector has support for implicit property injection on MVC filter attributes, however this will not work when you create a single attribute during startup. I don&#39;t think any DI container will help you here."
Steven,Stack Overflow,2012-08-17 12:45:05Z,comment,Delete record and conditionally delete others LINQ,"Can you explain: &quot;for each Block that has will have 0 of it&#39;s keys (BID) inside ModuleBlock, I&#39;d like to delete that Block.&quot;."
Steven,Stack Overflow,2012-08-21 07:24:01Z,comment,How to reduce number of injected dependencies on controller,"<a href=""http://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=84"" rel=""nofollow noreferrer"">Here</a> is (yet) another variation of the unit of work pattern."
Steven,Stack Overflow,2012-09-04 03:14:20Z,comment,Using System.Reflection in code contracts static analysis,"If you can implement an <code>ObjectInvariant</code> method on that type, you can implement an interface. Otherwise, write a unit test. This is the best thing after compile time checking."
Steven,Stack Overflow,2012-08-25 09:49:18Z,comment,How secure will your code be with obfuscation?,"If your algorithms are interesting enough for others, your code will be deobfuscated anyway. No matter what platform or obfuscation tool you use. Don&#39;t ship your algorithms."
Steven,Stack Overflow,2012-08-23 13:08:11Z,comment,Measuring Cyclomatic Complexity of Data Mapping Functions &amp; Closures,What exactly is your question?
Steven,Stack Overflow,2012-08-17 12:13:36Z,comment,WCF: The service certificate is not provided. Specify a service certificate in ServiceCredentials,"See <a href=""http://webservices20.blogspot.nl/2008/11/introducing-wcf-clearusernamebinding.html"" rel=""nofollow noreferrer"">webservices20.blogspot.nl/2008/11/&hellip;</a>"
Steven,Stack Overflow,2012-08-20 07:00:57Z,comment,Are there any IoC frameworks that do not use JIT compilation that support interception?,@Peter the OP is basically talking about the use of Reflection.Emit. Dynamic code generation.
Steven,Stack Overflow,2012-09-03 15:50:33Z,comment,Constructor Injection for Dependent Classes,It is unclear to me what you want to know. You say you like to find a clean way of constructing the various classes so that they may reference the repositories? But what&#39;s your current problem? Please update your question with more info (perhaps more code).
Steven,Stack Overflow,2012-08-25 09:46:55Z,comment,How secure will your code be with obfuscation?,"Everything that can be obfuscated automatically, can be deobfuscatef automatically and for there are tools on the marked for each platform to do this. If it is a problem when others see your code, than take a different approach. For instance, Hide sensitive logic behind a web service and let the client app use that srrvice."
Steven,Stack Overflow,2012-08-23 12:41:07Z,comment,How do I update single field value using Reflection in LINQ,"Wat do you mean by &#39;LINQ update&#39;? LINQ is a query language used to &#39;query&#39;, not to update."
Steven,Stack Overflow,2012-08-16 21:02:07Z,comment,Why would OutOfMemoryException be thrown while using PLINQ Take()?,Ok. But how to fix it?
Steven,Stack Overflow,2012-08-18 14:59:28Z,comment,Caliburn binding exception,"Unfortunately, I can not help you with this, but... Did you know that with C# 5.0 you can change the <code>NotifyOfPropertyChange</code> method to the following: <code>void NotifyOfPropertyChange([CallerMemberName] string memberName = &quot;&quot;)</code>. This saves you from having to pass the <code>() =&gt; this.BusyProvider</code> lambda (expression tree) in. (see <a href=""http://www.mindscapehq.com/blog/index.php/2012/03/18/what-else-is-new-in-c-5/"" rel=""nofollow noreferrer"">here</a>)."
Steven,Stack Overflow,2012-08-16 14:14:00Z,comment,if condition in IQueryable Join in LINQ query (Convert SQL to LINQ),"Please don&#39;t expect us to help you if you post such code. We like to help you, but your code is very cryptic and it would take us a lot of time to decipher that before we could formulate an answer. Please don&#39;t disrespect us by posting such crappy code. Do your homework: Clean the code up, show us what you&#39;ve tried, what your data model looks like, and formulate a good question."
Steven,Stack Overflow,2012-08-15 04:42:55Z,comment,"how to secure app.config, while it is intended to be used on several machines?","When your connection is stored on a user&#39;s machine, it means it will be dectypted there. Once it is stored decrypted in memory, it can be read. A simple memory dump of the process is enough to reveal this connection string."
Steven,Stack Overflow,2012-08-12 13:17:03Z,comment,Asp.net mvc 3 dependency injection,"Absolutely. Your container will build the dependency graph recursively. This means that when a controller is requested, it will inject its dependencies and the dependencies of those dependencies. Let your services have a single public constructor that contains all (required) dependencies. This makes life so much easier."
Steven,Stack Overflow,2012-08-09 11:09:58Z,comment,Castle.Windsor lifestyle depending on context?,"There is a related question about running code in the background of a ASP.NET app. The question is about the Simple Injector DI container, but the answer might still be interesting to you: <a href=""http://stackoverflow.com/a/11059491/264697"">stackoverflow.com/a/11059491/264697</a>."
Steven,Stack Overflow,2012-08-04 10:09:37Z,comment,How is List&lt;T&gt; internally mapped?,"Of course. List&lt;T&gt; is an abstraction over array, and abstractions cost extra CPU cycles. Howevrr, I agree with Lucero, under normal conditions, List is more than fast enough."
Steven,Stack Overflow,2012-08-16 14:06:43Z,comment,Unit Of Work Pattern with Database Transactions,"You are spot on. I think that DDD is the solution to many complexity problems in software, such as the problem of transactional correctness."
Steven,Stack Overflow,2012-08-14 20:55:10Z,comment,How to work with Task Parallel library with DataReader,"The MSDN documentation of each type explains if it is thread-safe or not. If it doesn&#39;t state explicitly, it usually isn&#39;t thread-safe. Thread-safe means that an instance of a type can be used simultaniously from multiple threads, without the chance that the state of that instance (or the whole system) gets corrupt."
Steven,Stack Overflow,2012-08-12 06:35:48Z,comment,Compiling a large C# solution? (4.5 million LOC),4.5M lines of code shouldn&#39;t logically &#39;fit together&#39;. Modules of this size are almost impossible to manage interlectually. I bet that it is really hard to make changes to that code base. Take a step back and take a look at your architecture. Such big code base must be split up in multiple Modules.
Steven,Stack Overflow,2012-08-09 09:28:22Z,comment,How do I deal with abstracting away 3rd party dependencies (Dependency Injection)?,@SebastianWeber: You should post your comment as answer.
Steven,Stack Overflow,2012-08-04 06:29:30Z,comment,Can Entity Framework CF store &#39;object type&#39; values?,Just store both the type and the value in their string representation.
Steven,Stack Overflow,2012-08-16 09:27:07Z,comment,Unit Of Work Pattern with Database Transactions,"When running in an <code>SERIALIZABLE</code> transaction, SQL server will also lock rows that are being read. However, when your query only runs over an index (such as the <code>MAX()</code> query of the OP could do), only that index will be locked, not the table itself. So although serializable will in this case help serialize <code>CreateMembership</code> operations, it could still fail in conjunction with other operations."
Steven,Stack Overflow,2012-08-14 14:26:28Z,comment,LINQ Specified Cast Not Valid,"What error? Is this a runtime exception or a compiler error? If it is a runtime exception, please post the information about this exception, such as message, exception type and stack trace (and possible inner exceptions). If it is a compile error, please show the exact error message en compiler error number and the exact line."
Steven,Stack Overflow,2012-08-12 06:24:29Z,comment,Get property Value by its stringy name,PropertyInfo.ToString() does not return the value of the property.
Steven,Stack Overflow,2012-08-08 11:39:24Z,comment,Web API silently fails for data types without a default parameterless constructor,Does your <code>Get</code> method get called? And when you return a <code>string</code> instead of <code>MyObject</code>?
Steven,Stack Overflow,2012-08-03 13:05:47Z,comment,ASP.Net MVC 3 Unity IoC Disposal,"@SebastianWeber: You are not the only one. Even Krzysztof Koźmic, the developer behind Castle Windsor, thinks about <a href=""http://kozmic.pl/2010/06/01/castle-windsor-and-child-containers/"" rel=""nofollow noreferrer"">removing</a> the concept of child containers from Castle altogether."
Steven,Stack Overflow,2012-08-16 08:36:36Z,comment,Unit Of Work Pattern with Database Transactions,"Running inside a transaction does not solve the OPs problem, since two parallel operations could still insert two members with the same <code>MembershipNumber</code> (where one operation will probably fail)."
Steven,Stack Overflow,2012-08-14 13:36:25Z,comment,How to use Parallel.For?,"If you want anyone to take the time to read and answer youe question, make sure that your code is reabable (without needing to scroll for instance). Take a look at my update for your question."
Steven,Stack Overflow,2012-08-11 21:51:58Z,comment,How to organize MVP with an IoC container?,@RobC: I updated my answer with another suggestion.
Steven,Stack Overflow,2012-08-07 20:29:03Z,comment,Best way to load and cache all the containers in unity from the configuration file,"There are a lot of problems with having multiple containers, such as increased memory footprint, lower performance, and a hard to maintain <a href=""http://blog.ploeh.dk/2011/07/28/CompositionRoot.aspx"" rel=""nofollow noreferrer"">Composition Root</a>. I&#39;m not convinced that having a container per user is helping you. Here&#39;s a tip: Post a new question on Stackoverflow about having multiple containers. Show some code to explain why you think you need multiple containers and ask if you are doing the right thing. Also explain your type of application and how you store those containers (showing code helps a lot)."
Steven,Stack Overflow,2012-08-03 11:45:12Z,comment,How to round a decimal up?,"This will not work when the value is <code>96.150</code>, since that would round it to <code>96.16</code>, which is incorrect, since that it should stat <code>96.15</code>."
Steven,Stack Overflow,2012-08-16 08:21:38Z,comment,Unit Of Work Pattern with Database Transactions,"I see the question as a more general one: how to lower the complexity of system in such way that we can reason about transactional correctness of the system. In this case, we could solve the problem for the MAX(), but how can we be sure that the system works expectedly, does not deadlock, and does not run slowly. Even with a serializable transaction, you can&#39;t be sure that your system behaves well when running operations in parallel."
Steven,Stack Overflow,2012-08-10 15:57:55Z,comment,Strategy Pattern vs Dependency Injection,"The dependency is injected into the method, so Yes, it is a form of dependency injection. However, method injection is usually a very fragile way of injecting dependencies, since the dependency has to be part of the contract, and it will be cumbersome to pass dependencies from method to method to method to method down the call stack."
Steven,Stack Overflow,2012-08-07 14:33:54Z,comment,WindsorContainer Construction Error and Logging Issue,"When you misconfigured your application, you should find out during testing or staging, but nonetheless, you don&#39;t need to catch and log, since your application will not start and you can see the stack trace when accessing the service locally."
Steven,Stack Overflow,2012-08-03 10:04:55Z,comment,Eliminating inferrable generic type parameters from extension methods,@DannyChen: No idea. Why do you?
Steven,Stack Overflow,2012-08-14 13:25:10Z,comment,How to use Parallel.For?,Ever tried formatting your code before posting it on Stackoverflow?
Steven,Stack Overflow,2012-08-15 15:20:42Z,comment,how can I register a custom ModelMetadataProvider with Simple Injector in mvc3,"@PedroM&#252;ller: See my update, does this help?"
Steven,Stack Overflow,2012-08-10 14:19:54Z,comment,Strategy Pattern vs Dependency Injection,"&quot;passed to a method, but this would not be considered to be DI&quot;. Correction: DI comes in multiple forms. Constructor is the most common form (and often the best option), but method injection is also a form of Dependency Injection."
Steven,Stack Overflow,2012-08-07 14:32:28Z,comment,WindsorContainer Construction Error and Logging Issue,"Well, if your logger isn&#39;t configured right, there is no way to use it. If it is configured right, you can simply call the log4net logging facade. There is no problem doing that inside your composition root."
Steven,Stack Overflow,2012-08-03 08:34:58Z,comment,Is the Onion Architecture similar to the Service-Repository-UnitOfWork pattern?,"Perhaps you should read Jeffrey Pallermo&#39;s article about his Onion Architecture to find out whether this matches: <a href=""http://jeffreypalermo.com/blog/the-onion-architecture-part-1/"" rel=""nofollow noreferrer"">jeffreypalermo.com/blog/the-onion-architecture-part-1</a>."
Steven,Stack Overflow,2012-08-14 11:09:57Z,comment,How to work with Task Parallel library with DataReader,To simulate that processing the items takes more time than reading the items.
Steven,Stack Overflow,2012-08-15 12:13:29Z,comment,"how to secure app.config, while it is intended to be used on several machines?","<a href=""http://stackoverflow.com/questions/1922313/using-securestring-for-a-sql-connection"">Unfortunately not</a>."
Steven,Stack Overflow,2012-08-10 11:59:46Z,comment,Ioc with service class calling generic method,"You could also try <a href=""http://code.google.com/p/autofac/"" rel=""nofollow noreferrer"">Autofac</a>, or <a href=""http://simpleinjector.codeplex.com"" rel=""nofollow noreferrer"">Simple Injector</a>."
Steven,Stack Overflow,2012-08-07 12:13:05Z,comment,WindsorContainer Construction Error and Logging Issue,What type of application are you running? ASP.NET? Win Forms? How are you deploying your app. On your server? On client machines?
Steven,Stack Overflow,2012-08-03 07:07:59Z,comment,Best way to load and cache all the containers in unity from the configuration file,What services need to be registered per user? Where do you store your containers? In the session? How many users does your application have?
Steven,Stack Overflow,2012-08-13 15:42:05Z,comment,Is there any advantage to re-hashing stored passwords at login time?,"Recomputing the hash for a newer algoritm is good, but I would only update the hash when the algorithm changed. Changing the hash each time might let other developers think this is more secure, while it isn&#39;t. However, it won&#39;t harm the security."
Steven,Stack Overflow,2012-08-15 12:03:26Z,comment,DI Container and custom-scoped state in legacy system,"My first though about logging is: <a href=""http://stackoverflow.com/questions/9892137/windsor-pulling-transient-objects-from-the-container/9915056#9915056"">aren&#39;t you logging too much?</a>"
Steven,Stack Overflow,2012-08-10 11:21:55Z,comment,Simpleinjector: Is this the right way to RegisterManyForOpenGeneric when I have 2 implementations and want to pick one?,"Take a look at <a href=""http://stackoverflow.com/a/11899759/264697"">this answer</a>. It talks about executing asynchronous commands in a more reliable fashion."
Steven,Stack Overflow,2012-08-07 08:28:48Z,comment,Performance concern when using LINQ &ldquo;everywhere&rdquo;?,+1 for talking about &quot;developer performance&quot;.
Steven,Stack Overflow,2012-08-03 05:11:54Z,comment,Best way to load and cache all the containers in unity from the configuration file,What type of application are you running? ASP.NET?
Steven,Stack Overflow,2012-08-13 15:19:46Z,comment,Working with Injectable Singletons,"I am by no means a purist. I&#39;m very practical, but I found out the hard way that singletons are a PITA, even the &#39;injectable singleton&#39; model, as described by that article. I like my code and tests to be simple and maintainable, and the singleton pattern is often in the way of achieving that."
Steven,Stack Overflow,2012-08-15 11:35:29Z,comment,MVC3 EF Unit of Work + Generic Repository + Ninject,"Here is an alternative implementation of <a href=""http://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=84"" rel=""nofollow noreferrer"">generic repositories</a>."
Steven,Stack Overflow,2012-08-10 08:41:54Z,comment,Validation Application Block - How to use validation metada class,"You don&#39;t know the OPs requirements, so you can&#39;t advice DataAnnotations. VAB has many features and extension points that DataAnnotations doesn&#39;t have, such as configuration based validation and the possibility to build (attributeless) code based configuration."
Steven,Stack Overflow,2012-08-05 12:59:07Z,comment,How do you create Static Factories?,Or any other DI framework for that matter.
