用户ID,服务ID,时间,行为,title,内容
Steven,Stack Overflow,2014-03-13 18:16:11Z,revised,Autofac with multiple implementations of the same interface,edited tags
Steven,Stack Overflow,2014-03-10 14:07:22Z,revised,How to configure Simple Injector to run background threads in ASP.NET MVC,deleted 65 characters in body
Steven,Stack Overflow,2014-03-08 14:42:05Z,revised,Simple Injector in its own project,added 1 characters in body
Steven,Stack Overflow,2014-03-05 18:20:51Z,revised,Can low RAM and large OBB file size be an issue?,edited tags
Steven,Stack Overflow,2014-03-02 10:03:32Z,revised,How make a Level Unlocker using GUI Buttons and PlayerPrefs things?,edited tags
Steven,Stack Overflow,2014-03-12 20:09:26Z,revised,"Facebook SDK 5.0.4 for Unity, Android, Login Fails, Correct Hash Key",edited tags; edited tags
Steven,Stack Overflow,2014-03-08 14:41:52Z,revised,Simple Injector in its own project,added 4 characters in body; edited title
Steven,Stack Overflow,2014-03-05 18:20:40Z,revised,IMEI in Unity for Android,edited tags
Steven,Stack Overflow,2014-03-01 16:47:01Z,revised,"How to determine whether a circle collider goes through an edge collider trigger, or turns back during collision?",edited tags
Steven,Stack Overflow,2014-03-10 14:05:11Z,revised,How to configure Simple Injector to run background threads in ASP.NET MVC,Updated the answer for Simple Injector 2.
Steven,Stack Overflow,2014-03-08 11:32:47Z,revised,"C# StructLayout Pack get System.NullReferenceException, alignement issue?",edited tags
Steven,Stack Overflow,2014-03-05 18:20:33Z,revised,Changing texture on gameobject in Unity using c# script,edited tags
Steven,Stack Overflow,2014-03-01 16:46:50Z,revised,Using AdMob with Unity,edited tags
Steven,Stack Overflow,2014-03-12 20:08:48Z,revised,SimpleInjector Factory Delegates - Create instance with dependencies,deleted 1 characters in body
Steven,Stack Overflow,2014-03-10 11:24:57Z,revised,How to register a TImpl that has one moregeneric type parameter than TService in SimpleInjector?,added 303 characters in body
Steven,Stack Overflow,2014-03-08 11:32:34Z,revised,"Unity, XCode5.0.2 and iOS7 app submission problems",edited tags
Steven,Stack Overflow,2014-03-05 11:34:30Z,revised,What is the correct &#39;per request&#39; Simple Injector lifestyle to use in a ServiceStack API application?,added 369 characters in body
Steven,Stack Overflow,2014-03-01 14:51:32Z,revised,Load configuration from constructor or have it passed as dependency,edited tags
Steven,Stack Overflow,2014-03-12 19:54:02Z,revised,Setting the constructor parameters for an interface that use generics,added 246 characters in body
Steven,Stack Overflow,2014-03-09 21:27:25Z,revised,How to return an instance based on its parent using Simple Injector?,deleted 3 characters in body
Steven,Stack Overflow,2014-03-08 11:32:21Z,revised,Using getFields to ensure all fields have been set. getValue is returning null but I cannot compare it to null,edited tags
Steven,Stack Overflow,2014-03-03 17:01:17Z,revised,"Unity get facebook friend&#39;s name, score, and picture on leaderboard",edited tags
Steven,Stack Overflow,2014-03-01 13:36:37Z,revised,I want to Unlock my Buttons OnGui after finishing the game,edited tags
Steven,Stack Overflow,2014-03-12 19:52:30Z,revised,Setting the constructor parameters for an interface that use generics,edited tags
Steven,Stack Overflow,2014-03-09 20:47:42Z,revised,SimpleInjector - Constructor Inject the current Web API request&#39;s HttpRequestMessage,deleted 42 characters in body; edited title
Steven,Stack Overflow,2014-03-08 11:32:09Z,revised,More vertices or more draw calls?,edited tags
Steven,Stack Overflow,2014-03-03 16:16:54Z,revised,DDD and Dependency Injection,added 62 characters in body
Steven,Stack Overflow,2014-03-01 11:05:32Z,revised,Are there IDE tools that analyze and/or display dependency graphs?,edited tags
Steven,Stack Overflow,2014-03-12 10:48:18Z,revised,Using RegisterInitializer to wire event handlers,added 19 characters in body
Steven,Stack Overflow,2014-03-09 20:27:58Z,revised,Converting Autofac to Simple Injector,edited tags
Steven,Stack Overflow,2014-03-07 09:09:27Z,revised,SimpleInjector RegisterWebApiRequest vs RegisterPerWebRequest,edited tags
Steven,Stack Overflow,2014-03-03 15:50:49Z,revised,How to dynamically create button using NGUI (Unity),edited tags
Steven,Stack Overflow,2014-02-28 08:14:24Z,revised,Ratios in C# (in Unity),edited tags
Steven,Stack Overflow,2014-03-11 18:49:40Z,revised,Play video from StreamingAssets folder in Windows Media Player?(Unity 3D),edited tags
Steven,Stack Overflow,2014-03-09 12:19:10Z,revised,AOP implemented with the Decorator pattern over a Generic Repository,added 170 characters in body
Steven,Stack Overflow,2014-03-06 21:18:20Z,revised,Unity 3d project apk file is getting installed but not running?,edited tags
Steven,Stack Overflow,2014-03-02 21:51:19Z,revised,Make words clickable using GUILayout,edited tags
Steven,Stack Overflow,2014-02-28 07:01:19Z,revised,why Light Inject&#39;s source code all in one .cs file,edited tags; edited title
Steven,Stack Overflow,2014-03-11 10:23:46Z,revised,Simple injector: Get root of the graph,added 111 characters in body
Steven,Stack Overflow,2014-03-09 10:43:33Z,revised,Unity Viewport size to Full HD?,edited tags
Steven,Stack Overflow,2014-02-27 19:52:47Z,revised,SimpleInjector IsRegistered method?,edited tags
Steven,Stack Overflow,2014-02-25 12:50:47Z,revised,Unity WebSocket4Net,edited tags
Steven,Stack Overflow,2014-02-22 18:11:48Z,revised,Unity Movement Touch,edited tags
Steven,Stack Overflow,2014-02-21 12:26:42Z,revised,How to make 2 GameObjects drag proportionally?,edited tags
Steven,Stack Overflow,2014-02-18 10:45:57Z,revised,Is there any tracing in Unity?,edited tags
Steven,Stack Overflow,2014-02-27 14:01:44Z,revised,Facebook SDK for Unity Android does not log in if Facebook App is installed,edited tags
Steven,Stack Overflow,2014-02-25 10:19:56Z,revised,"One Vector3 related to a plane, copy it to another plane",edited tags
Steven,Stack Overflow,2014-02-22 10:03:44Z,revised,FacebookSDK Unity ios build Exception: Project file not found at file path,edited tags
Steven,Stack Overflow,2014-02-20 21:11:30Z,revised,"Unity Google Game Play Services, not submitting scores to Leaderboard",edited tags
Steven,Stack Overflow,2014-02-17 18:26:21Z,revised,Nextpeer Unity Game Crashes on Nextpeer.LaunchDashboard();,edited tags
Steven,Stack Overflow,2014-02-27 08:50:38Z,revised,Unity not importing all actions from Blender,edited tags
Steven,Stack Overflow,2014-02-24 18:33:06Z,revised,How would I make my player move with on screen button?,edited tags
Steven,Stack Overflow,2014-02-20 14:36:29Z,revised,UnitOfWork in WCF with Quartz (Threads),added 20 characters in body
Steven,Stack Overflow,2014-02-17 10:45:34Z,revised,The object stops after a spawning,edited tags
Steven,Stack Overflow,2014-02-21 22:56:43Z,revised,Import swf into unity 2d,edited tags
Steven,Stack Overflow,2014-02-24 14:00:49Z,revised,Simple enemy movement AI for Unity,edited tags
Steven,Stack Overflow,2014-02-20 09:59:09Z,revised,UnitOfWork in WCF with Quartz (Threads),deleted 201 characters in body
Steven,Stack Overflow,2014-02-16 15:25:59Z,revised,Integrating AdMob through Google Play Services with Unity 3D,edited tags
Steven,Stack Overflow,2014-02-27 08:49:44Z,revised,Integrate android with google play service got a &ldquo;java.lang.IllegalStateException&rdquo;,edited tags; edited tags
Steven,Stack Overflow,2014-02-21 22:56:17Z,revised,Facebook plugin for Unity: FB.PublishInstall is not showing up in facebook dashboard. Am I doing something wrong in the following code?,edited tags
Steven,Stack Overflow,2014-02-24 13:43:39Z,revised,Dependency Injection with 2 constructors,deleted 176 characters in body
Steven,Stack Overflow,2014-02-19 16:30:08Z,revised,"Creating a plane in unity, triangles don&#39;t look right",edited tags
Steven,Stack Overflow,2014-02-16 15:25:49Z,revised,Facebook SDK &ldquo;Edit Settings&rdquo; errors in Unity for Android,edited tags
Steven,Stack Overflow,2014-02-27 08:49:35Z,revised,Factors that affect FPS on mobile device in Unity,edited tags
Steven,Stack Overflow,2014-02-21 22:56:09Z,revised,Unity Adbannerview keeps calling,edited tags
Steven,Stack Overflow,2014-02-24 12:45:12Z,revised,Printing PDF on OSX,edited tags
Steven,Stack Overflow,2014-02-19 14:45:14Z,revised,Why isn&#39;t my score recording on the playerprefs is there GetFloat method?,deleted 23 characters in body; edited tags; edited title
Steven,Stack Overflow,2014-02-16 15:25:40Z,revised,How do I pass a GameObject&#39;s transform&#39;s position to my CG shader?,edited tags
Steven,Stack Overflow,2014-02-27 08:49:21Z,revised,Unity TCP server/client,edited tags
Steven,Stack Overflow,2014-02-21 22:55:31Z,revised,Unity AdBannerView,edited tags
Steven,Stack Overflow,2014-02-24 07:45:35Z,revised,Unity Performance Issues Finding Game Objects?,edited tags
Steven,Stack Overflow,2014-02-19 09:28:04Z,revised,How to register multiple types by name using Unity?,edited tags
Steven,Stack Overflow,2014-02-15 17:15:09Z,revised,Best practices for when to use Pub/Sub vs Dependency Injection,edited tags
Steven,Stack Overflow,2014-02-26 15:48:39Z,revised,First Person Virtual Reality Game Approaches in Unity,edited tags
Steven,Stack Overflow,2014-02-21 16:24:12Z,revised,Working with the coordinate system and game screen in Unity 2d?,edited tags
Steven,Stack Overflow,2014-02-23 21:34:40Z,revised,Unity game (x64) seems to crash after ~12 minutes of play,edited tags
Steven,Stack Overflow,2014-02-19 09:24:10Z,revised,How can I create a dbcontext using Unity and ensure it&#39;s only created once per request to MVC or Web API?,Changed the package ids to the official NuGet packages published by the Patterns &amp; Practices team.
Steven,Stack Overflow,2014-02-13 20:03:02Z,revised,Unity - Unable to send HTTPS request due to CryptographicException,edited tags
Steven,Stack Overflow,2014-02-26 13:12:45Z,revised,"Which is Right Way to Add Joystick in Unity3d , Adding on Scene Directly or Iniatiating it From Player Scripts",edited tags
Steven,Stack Overflow,2014-02-21 16:24:04Z,revised,Chartboost test scene not working in unity,edited tags
Steven,Stack Overflow,2014-02-23 12:52:14Z,revised,Getting an error when trying to build the CubicPilot sample from the Unity Google Play plugin,edited tags
Steven,Stack Overflow,2014-02-19 09:20:28Z,revised,How to display the Timer Countdown on the Screen,edited tags
Steven,Stack Overflow,2014-02-13 15:09:48Z,revised,2D game - tiny hiccups,edited tags
Steven,Stack Overflow,2014-02-25 16:26:01Z,revised,Unity Android READ_PHONE_STATE permission,edited tags
Steven,Stack Overflow,2014-02-21 14:42:48Z,revised,Detect if my Unity app is running in a galaxy device to change the gamma,edited tags
Steven,Stack Overflow,2014-02-22 20:01:26Z,revised,Adding Velocity to a 2D rigidbody,edited tags
Steven,Stack Overflow,2014-02-18 12:26:12Z,revised,How Can I Reset my Car Movement if I return to my last respawn point?,edited tags
Steven,Stack Overflow,2014-02-12 19:08:45Z,revised,App in Google Play Store is incompatible for any device even if in the console it&#39;s compatible with all,edited tags
Steven,Stack Overflow,2014-02-25 13:05:54Z,revised,Parameter not registered when using Simple Injector to inject into an MVC Controller Constructor,added 218 characters in body
Steven,Stack Overflow,2014-02-21 13:57:58Z,revised,Binding an open generic type to a method in Simple Injector,deleted 64 characters in body; edited tags; edited title
Steven,Stack Overflow,2014-02-11 21:08:43Z,revised,Unity : Input AxisRaw for Android (from a joystick)?,edited tags
Steven,Stack Overflow,2014-02-07 11:08:53Z,revised,Unity Multiplayer player synchronization,edited tags
Steven,Stack Overflow,2014-02-04 15:29:22Z,revised,RPC call from non-unity app to unity app,edited tags
Steven,Stack Overflow,2014-02-01 19:25:55Z,revised,Unity 4 Spark when hitting wall,edited tags
Steven,Stack Overflow,2014-01-25 15:53:08Z,revised,How to find the factors of a 3 digit number,edited tags
Steven,Stack Overflow,2014-02-11 10:20:41Z,revised,Unity IOS Facebook: FB.Login brings me to an Error Window on the iPhone,edited tags
Steven,Stack Overflow,2014-02-07 08:30:22Z,revised,Self-binding with Simple Injector,deleted 64 characters in body; edited title
Steven,Stack Overflow,2014-02-04 09:13:24Z,revised,Using PerThreadLifetimeManager and InjectionFactory,edited tags
Steven,Stack Overflow,2014-02-01 19:25:33Z,revised,Unity 3d: Script exist in multiple locations,edited tags
Steven,Stack Overflow,2014-01-25 15:52:20Z,revised,Programming Unity Games with Ruby,edited tags
Steven,Stack Overflow,2014-02-11 10:20:34Z,revised,Unity isometric collision detection - sticking to walls,edited tags
Steven,Stack Overflow,2014-02-06 16:36:47Z,revised,SimpleInjector MvcSitemapProvider,added 4 characters in body; edited tags
Steven,Stack Overflow,2014-02-04 09:12:44Z,revised,Unity3D localscale issue,edited tags
Steven,Stack Overflow,2014-02-01 19:25:22Z,revised,OnCollisionEnter2D(&hellip;) not called,edited tags
Steven,Stack Overflow,2014-01-25 15:52:12Z,revised,How to make a button in Unity?,edited tags
Steven,Stack Overflow,2014-02-11 10:20:25Z,revised,KVO or other property observing pattern in unity 3D,edited tags
Steven,Stack Overflow,2014-02-05 14:06:36Z,revised,Flashing GameObject in Unity,edited tags
Steven,Stack Overflow,2014-02-04 09:12:30Z,revised,Temporarily destroy part of the 2D ground in Unity?,edited tags
Steven,Stack Overflow,2014-02-01 19:25:09Z,revised,Unity cancel OnMouseDown Event When Input Touch event triggered,edited tags
Steven,Stack Overflow,2014-01-25 09:10:54Z,revised,GUILayouts Alligning Problems,edited tags
Steven,Stack Overflow,2014-02-10 08:50:12Z,revised,Many or few textures (performance 3D engine),edited tags
Steven,Stack Overflow,2014-02-05 13:12:39Z,revised,Illumination mask for a mesh,edited tags
Steven,Stack Overflow,2014-02-02 20:41:43Z,revised,Unity 2D Android - Restrict object to within the screen,edited tags
Steven,Stack Overflow,2014-01-29 13:02:27Z,revised,how to deserialize JSON into IEnumerable&lt;BaseType&gt; with Newtonsoft JSON.NET,deleted 34 characters in body
Steven,Stack Overflow,2014-01-25 09:10:48Z,revised,Does c# allow skipping reference to a static class only for extension methods?,edited tags
Steven,Stack Overflow,2014-02-09 20:11:33Z,revised,Soomla - IAP - unity 3D - loading,edited tags
Steven,Stack Overflow,2014-02-05 08:22:31Z,revised,Unity3D Detecting the Edge of the Screen - Object is Flickering when moved,edited tags
Steven,Stack Overflow,2014-02-02 20:41:37Z,revised,Fast copy of Color32[] array to byte[] array,edited tags
Steven,Stack Overflow,2014-01-28 20:14:05Z,revised,Unity Facebook SDK on Android login error,edited tags
Steven,Stack Overflow,2014-01-25 09:09:53Z,revised,Ninject &mdash; how to to IOC with a class used in a Parallel.ForEach loop,"Somehow I managed to screw up the order of the alineas, which made the answer very confusing."
Steven,Stack Overflow,2014-02-09 10:08:19Z,revised,Unity: Changing direction character faces when using InputManager(side scroller),edited tags
Steven,Stack Overflow,2014-02-02 20:41:27Z,revised,Lighting not working on iOS device with fpc,edited tags
Steven,Stack Overflow,2014-01-27 16:18:41Z,revised,onPause/onResume in a Unity plugin for Android,edited tags
Steven,Stack Overflow,2014-01-23 15:54:33Z,revised,How should Dispose be coded in classes that implement IDependencyResolver and IDependencyScope?,"Removed the descructor. since a class should never implement a finalizer, unless it needs to clean any unmanaged resources itself."
Steven,Stack Overflow,2014-02-05 08:22:25Z,revised,Setting UIpanel size from script,edited tags
Steven,Stack Overflow,2014-02-09 10:08:07Z,revised,how to fix operation errors in js on unity,edited tags
Steven,Stack Overflow,2014-02-02 20:41:07Z,revised,"Using Facebook Unity SDK, how to post a custom story with a screenshot on iOS",edited tags
Steven,Stack Overflow,2014-01-27 08:17:54Z,revised,Unity Jump Height Different On Android,edited tags
Steven,Stack Overflow,2014-01-23 07:54:40Z,revised,dependency injection - is this IT?,edited title
Steven,Stack Overflow,2014-02-05 08:22:12Z,revised,make the cube hide for seconds and appear it again for seconds unity,edited tags
Steven,Stack Overflow,2014-02-08 14:04:19Z,revised,Cannot get the Unity web player to load the Facebook dll,edited tags
Steven,Stack Overflow,2014-02-02 00:44:51Z,revised,Unity - How to respawn a Gameobject after destroy,edited tags
Steven,Stack Overflow,2014-01-26 21:04:59Z,revised,Modulus with float in coroutine,edited tags
Steven,Stack Overflow,2014-01-22 18:12:19Z,revised,To integrate revmob android in unity,edited tags
Steven,Stack Overflow,2014-02-05 08:22:06Z,revised,How to Call a non-static void method of java in Unity3d?,edited tags
Steven,Stack Overflow,2014-02-07 12:02:43Z,revised,How can i execute http request from not-main thread in unity?,edited tags
Steven,Stack Overflow,2014-02-01 19:26:01Z,revised,fAWEFwefWEFSDFSDFASFASEFAWEFWEF,edited tags
Steven,Stack Overflow,2014-01-26 01:27:57Z,revised,GL.Lines Unity3D (C#) - Lines not rendered in edit view,edited tags
Steven,Stack Overflow,2014-01-22 12:46:04Z,revised,Deep Copy of XML files in a list,edited tags
Steven,Stack Overflow,2014-02-05 08:21:53Z,revised,Unity3D: Terrain issue on Android when using [Stripping Level],edited tags
Steven,Stack Overflow,2014-01-22 12:45:39Z,revised,How to solve these errors,edited tags
Steven,Stack Overflow,2014-01-18 01:06:42Z,revised,Proper way to adjust aspects of a rotation,edited tags
Steven,Stack Overflow,2014-01-15 12:29:02Z,revised,Portal effect/Non euclidean,edited tags
Steven,Stack Overflow,2013-12-28 21:49:38Z,revised,Dragging an object by touching Unity3d with android sdk,edited tags
Steven,Stack Overflow,2013-12-25 00:31:22Z,revised,Merging conflict with Unity Script Assemblies,edited tags
Steven,Stack Overflow,2014-01-21 18:58:49Z,revised,How to add and debug a C# file in Unity,edited tags
Steven,Stack Overflow,2014-01-18 01:06:26Z,revised,Gui Text without background box border?,edited tags
Steven,Stack Overflow,2014-01-01 16:43:21Z,revised,collision not triggered when i touch object,edited tags
Steven,Stack Overflow,2013-12-27 10:43:56Z,revised,Change texture by script c#,edited tags
Steven,Stack Overflow,2013-12-23 14:25:13Z,revised,How can i register an open generic type with a complex type constraint in Simple Injector?,added 1493 characters in body
Steven,Stack Overflow,2014-01-21 18:58:27Z,revised,Getting Skybox to change on collision in unity with UnityScript?,edited tags
Steven,Stack Overflow,2014-01-17 09:41:12Z,revised,&ldquo;A namespace cannot directly contain members such as fields or methods&rdquo; in Net.Reflector,edited tags
Steven,Stack Overflow,2014-01-01 12:47:29Z,revised,Unity2D - rotate left wheel to move the car,edited tags
Steven,Stack Overflow,2013-12-27 10:38:39Z,revised,Structure map - Conditionally select a concrete type for an interface based on the type of the instance to which the dependency is injected,added 96 characters in body
Steven,Stack Overflow,2013-12-22 14:48:09Z,revised,How can i register an open generic type with a complex type constraint in Simple Injector?,added 206 characters in body; edited title
Steven,Stack Overflow,2014-01-21 18:58:20Z,revised,How to execute async task in Unity3D?,edited tags
Steven,Stack Overflow,2014-01-17 09:40:59Z,revised,Unity Coin Collection script won&#39;t compile correctly,edited tags
Steven,Stack Overflow,2013-12-31 20:34:09Z,revised,Is it possible to make a shader extend another shader in Unity,edited tags
Steven,Stack Overflow,2013-12-26 21:21:00Z,revised,Unity engine crash 4.2 and 4.3: Execution Engine Exception SIGILL,edited tags
Steven,Stack Overflow,2013-12-22 14:30:50Z,revised,"Unity Compute Shader, Array Indexing through SV_DispatchThreadID",edited tags
Steven,Stack Overflow,2014-01-21 18:06:15Z,revised,Simple Injector with RegisterMvcAttributeFilterProvider does not inject into custom attribute,added 54 characters in body; edited title
Steven,Stack Overflow,2013-12-31 17:17:05Z,revised,Facebook SDK for Unity3D (Android) - help needed,edited tags
Steven,Stack Overflow,2013-12-26 11:55:18Z,revised,Couldn&#39;t decompress package - Robot lab,edited tags
Steven,Stack Overflow,2013-12-22 14:30:22Z,revised,Castle Windsor register closed - open generic,Typo&#39;s in code fixed
Steven,Stack Overflow,2014-01-16 16:09:06Z,revised,Unity + Parse and Facebook - how to switch users?,edited tags
Steven,Stack Overflow,2014-01-21 09:18:04Z,revised,Is IoC appropriate for a computational engine?,deleted 12 characters in body; edited title
Steven,Stack Overflow,2013-12-30 14:37:43Z,revised,Some trouble with unity scripting,edited tags
Steven,Stack Overflow,2013-12-25 15:54:05Z,revised,3D Modeling and Unity. Which is better for Unity iOS tries or quads and why?,edited tags
Steven,Stack Overflow,2013-12-21 11:25:07Z,revised,Deploy unity metro app on Local Computer,edited tags
Steven,Stack Overflow,2014-01-16 16:08:55Z,revised,Social Network by prime31 for iOS,edited tags
Steven,Stack Overflow,2014-01-20 22:12:35Z,revised,Object following waypoint constantly rotates,edited tags
Steven,Stack Overflow,2013-12-29 22:28:55Z,revised,unique (unity) c# string array bug with index 0,edited tags
Steven,Stack Overflow,2013-12-25 15:53:46Z,revised,Bool not turning false Unity,edited tags
Steven,Stack Overflow,2013-12-20 13:31:34Z,revised,2D animations in Windows Phone 8,edited tags
Steven,Stack Overflow,2014-01-16 14:43:08Z,revised,Unity - When does the frameCount goes negative,edited tags
Steven,Stack Overflow,2014-01-20 15:14:01Z,revised,SimpleInjector does not inject property using Implicit Property Injection,added 182 characters in body
Steven,Stack Overflow,2013-12-29 00:36:40Z,revised,Unity script MonoBehaviour error,edited tags
Steven,Stack Overflow,2013-12-25 14:53:16Z,revised,Monitoring memory in a Windows service,deleted 1 characters in body; edited title
Steven,Stack Overflow,2013-12-20 13:31:20Z,revised,NGUI in Unity 3D where to get skins,edited tags
Steven,Stack Overflow,2014-01-15 12:32:35Z,revised,Automatic quality settings,edited tags
Steven,Stack Overflow,2014-01-18 17:46:50Z,revised,How to get sqldeveloper icon to show in my unity bar,edited tags
Steven,Stack Overflow,2013-12-29 00:35:35Z,revised,Autofac and generics,deleted 79 characters in body
Steven,Stack Overflow,2013-12-25 14:47:44Z,revised,Can WPF and Unity work together?,edited tags
Steven,Stack Overflow,2013-12-20 13:31:07Z,revised,Hide triangle edges for textured mesh,edited tags
Steven,Stack Overflow,2014-01-15 12:30:50Z,revised,how to load leadbolt web banner ad in unity project?,edited tags
Steven,Stack Overflow,2014-01-18 16:57:11Z,revised,Can&#39;t pass back event from Unity to android library jar,edited tags
Steven,Stack Overflow,2013-12-29 00:15:27Z,revised,Unity and System.Drawing on OS X,edited tags
Steven,Stack Overflow,2013-12-25 00:31:38Z,revised,Android files in jar library not accessible when using with Unity,edited tags
Steven,Stack Overflow,2013-12-19 14:42:28Z,revised,Unity failing to use port after crash,edited tags
Steven,Stack Overflow,2014-01-15 12:29:53Z,revised,Save changes to JSON with SimpleJSON,edited tags
Steven,Stack Overflow,2013-12-19 14:42:13Z,revised,How do I create a white rectangle in Unity 2D?,edited tags
Steven,Stack Overflow,2013-12-16 13:03:31Z,revised,Facebook SDK for Unity - Multiple Highscores,edited tags
Steven,Stack Overflow,2013-12-08 13:37:28Z,revised,BlueStacks and unity 3d?,edited tags
Steven,Stack Overflow,2013-12-03 13:00:17Z,revised,Collision detection not working in Unity 2D,edited tags
Steven,Stack Overflow,2013-11-26 19:58:02Z,revised,"Writing to Unity&#39;s StreamingAssets folder at runtime, on Android?",edited tags
Steven,Stack Overflow,2013-12-19 14:36:32Z,revised,invaders semicolon error unity,edited tags
Steven,Stack Overflow,2013-12-07 10:31:11Z,revised,ASP.NET MVC - WCF Classes for Models,added 556 characters in body
Steven,Stack Overflow,2013-12-19 14:36:22Z,revised,Integrating PhoneGap App in Unity,edited tags
Steven,Stack Overflow,2013-11-26 19:57:48Z,revised,OnCollisionEnter not called on Unity4.3 for 2D,edited tags
Steven,Stack Overflow,2013-12-06 12:19:52Z,revised,Obtain the Query/CommandText that caused a SQLException,It isn&#39;t possible to throw a SqlException. We throw an InvalidOperationException instead.
Steven,Stack Overflow,2013-12-16 13:02:28Z,revised,Calling php script using C# (Unity),edited tags
Steven,Stack Overflow,2013-12-18 14:07:41Z,revised,Workaround for Constructors in Unity C#,edited tags
Steven,Stack Overflow,2013-11-26 19:57:42Z,revised,Changes made to a pointer inside a fixed block retain or not?,edited tags
Steven,Stack Overflow,2013-12-05 15:33:15Z,revised,IOC container trying to reference DbContext,edited tags
Steven,Stack Overflow,2013-12-03 13:00:02Z,revised,Collisions between CharacterController and BoxCollider,edited tags
Steven,Stack Overflow,2013-12-13 16:05:00Z,revised,How can I simplify and make this more elegant?,edited tags
Steven,Stack Overflow,2013-12-18 10:51:52Z,revised,Converting .NET 4 Threading to .NET 2,edited tags
Steven,Stack Overflow,2013-11-26 19:57:35Z,revised,Upload picture to facebook from unity,edited tags
Steven,Stack Overflow,2013-12-04 23:11:21Z,revised,How to keep logged in facebook with unity SDK,edited tags
Steven,Stack Overflow,2013-12-03 12:59:30Z,revised,cannot convert void to int,edited tags
Steven,Stack Overflow,2013-12-11 11:37:43Z,revised,Why does .Count work without parentheses?,added 63 characters in body
Steven,Stack Overflow,2013-12-18 09:58:34Z,revised,How can I get handle on NServiceBus child container inside the message handler?,Code reformatted
Steven,Stack Overflow,2013-11-26 10:52:59Z,revised,Ninject constructor with delegate,added 12 characters in body
Steven,Stack Overflow,2013-12-04 23:11:09Z,revised,"Menus in Unity3D, using UnityScript and subclasses",edited tags
Steven,Stack Overflow,2013-12-01 14:27:56Z,revised,Unity C# How to turn item in hands when player turns,edited tags
Steven,Stack Overflow,2013-12-11 09:56:04Z,revised,Migration Ninject -&gt; Simple Injector,edited body
Steven,Stack Overflow,2013-12-17 14:59:00Z,revised,Required to access non-static member,edited tags
Steven,Stack Overflow,2013-11-24 16:04:51Z,revised,Unity - 2D physics omissions?,edited tags
Steven,Stack Overflow,2013-12-04 14:32:11Z,revised,Passing contextual data down dependency tree,added 35 characters in body
Steven,Stack Overflow,2013-12-01 14:27:50Z,revised,Creating Multiple-Window Application with Unity3D,edited tags
Steven,Stack Overflow,2013-12-10 09:13:00Z,revised,Convert this multidimensional array definition in c# line to UnityScript for Unity,edited tags
Steven,Stack Overflow,2013-12-17 12:14:47Z,revised,Unity Facebook SDK - AppRequest,edited tags
Steven,Stack Overflow,2013-11-24 11:11:20Z,revised,How to specify what type I need to register to specific type by Autofac,deleted 201 characters in body
Steven,Stack Overflow,2013-12-03 13:00:43Z,revised,Input.GetAxis(&ldquo;Vertical&rdquo;) returns -1 by default in Unity 4.2,edited tags
Steven,Stack Overflow,2013-11-29 08:17:56Z,revised,GUILayout.BeginScrollView - How to load images downloaded from http,edited tags
Steven,Stack Overflow,2013-12-09 09:33:40Z,revised,RegisterAll not variant,added 160 characters in body
Steven,Stack Overflow,2013-12-17 11:32:45Z,revised,How to extract dot app(.app) mac file from a zip programmatically?,edited tags
Steven,Stack Overflow,2013-11-23 15:56:14Z,revised,Not able to download an image using www class in unity android,edited tags
Steven,Stack Overflow,2013-12-03 13:00:36Z,revised,Does Unity 4.2 support x64 Windows Store applications?,edited tags
Steven,Stack Overflow,2013-11-28 16:20:02Z,revised,Resolve the container itself with Unity,added 176 characters in body
Steven,Stack Overflow,2013-12-09 09:32:11Z,revised,Decorators not applied to implementation types specified in RegisterAll,Simple Injector v2.4 has been released.
Steven,Stack Overflow,2013-12-16 13:03:43Z,revised,"Android Application crashes, using Unity and Vuforia",edited tags
Steven,Stack Overflow,2013-11-23 15:54:29Z,revised,How to do test expectations in container.Resolve with arguments,Code reformatted
Steven,Stack Overflow,2013-12-03 13:00:23Z,revised,"Instantiate 100 classes in a tile based game, or any better solution?",edited tags
Steven,Stack Overflow,2013-11-28 10:53:23Z,revised,Drawing a texture in a texture fast using Unity 3D?,edited tags
Steven,Stack Overflow,2013-12-08 16:44:38Z,revised,Eval() replacement in either UnityScript or C# with Unity,edited tags
Steven,Stack Overflow,2013-11-23 10:59:46Z,revised,Unity - Animation playing for no reason,edited tags
Steven,Stack Overflow,2013-11-27 21:09:18Z,revised,Unity - Multi-resolution support strategies for 2d games,edited tags
Steven,Stack Overflow,2013-12-08 13:37:34Z,revised,3 sets of button activations - UnityScript for Unity,edited tags
Steven,Stack Overflow,2013-11-26 21:52:57Z,revised,Facebook Unity API - post screenshot with link and description?,edited tags
Steven,Stack Overflow,2013-11-21 20:34:20Z,revised,Unity: camera falls through terrain,edited tags
Steven,Stack Overflow,2013-11-15 17:40:49Z,revised,Facebook UNITY SDK login issue,edited tags
Steven,Stack Overflow,2013-11-12 10:14:29Z,revised,Creating a generic database context in MVC 4,added 1671 characters in body
Steven,Stack Overflow,2013-11-10 16:35:29Z,revised,CommandHandler decorators dependency,edited tags
Steven,Stack Overflow,2013-11-05 15:23:11Z,revised,How to access another variable C#,edited tags
Steven,Stack Overflow,2013-11-21 20:29:25Z,revised,Unity Interception with WPF and INotifyPropertyChanged,edited title
